id_institucion,nombre,cue,id_edificio,establecimiento_de_cabecera,nivel_educativo,categoria,ambito
"791","E.E.E. MULTIPLE DE VALLE FERTIL ANEXO ASTICA","700079401","280",,"EDUCACION ESPECIAL","CUARTA",
"792","ARMADA ARGENTINA","700054300","281",,"PRIMARIO","TERCERA",
"793","J.I.N.Z. NÂº 31  ESC ARMADA ARGENTINA ANEXO","700105702","281",,"INICIAL","TERCERA",
"794","FRAY CAYETANO RODRIGUEZ","700053500","282",,"PRIMARIO","TERCERA",
"795","J.I.N.Z. NÂº 7 ESC FRAY CAYETANO RODRIGUEZ ANEXO","700099501","282",,"INICIAL","SEGUNDA",
"796","REPUBLICA DE BRASIL","700018500","283",,"PRIMARIO","TERCERA",
"797","NUCLEO GENDARMERIA NACIONAL AULA NÂ° 4","700054803","283",,"UEPA","TERCERA",
"798","ANEXO ESC. CAP. LAB. PEDRO PABLO QUIROGA","700067901","283",,"TEC. CAP. LABORAL","SEGUNDA",
"799","C.E.N.S. BALDES DE LAS CHILCAS","700110700","283",,"CENS","TERCERA",
"800","J.I.N.Z. NÂº 56 REPUBLICA DE BRASIL SEDE","700114500","283",,"INICIAL","TERCERA",
"801","BETHSABE PELLIZA DE ESPINOZA","700054200","284",,"PRIMARIO","TERCERA",
"802","J.I.N.Z. NÂº 56  BETHSABE PELLIZA DE ESPINOZA ANEXO","700114502","284",,"INICIAL","TERCERA",
"803","JOSE IGNACIO FERNANDEZ MARADONA","700018400","285",,"PRIMARIO","TERCERA",
"804","J.I.N.Z. NÂº 31  ESC JOSE IGNACIO FERNANDEZ DE MARADONA ANEXO","700105703","285",,"INICIAL","TERCERA",
"805","PRESBITERO CARLOS HUGO MEDINA SUAREZ","700018300","286",,"PRIMARIO","TERCERA",
"806","J.I.N.Z. NÂº 56 PBRO CARLOS HUGO MEDINA SUAREZ ANEXO","700114506","286",,"INICIAL","TERCERA",
"807","BALDOMERO FERNANDEZ MORENO","700053400","287",,"PRIMARIO","TERCERA",
"808","NUCLEO GENDARMERIA NACIONAL AULA NÂ° 2","700054801","293",,"UEPA","TERCERA",
"809","NUCLEO GENDARMERIA NACIONAL AULA NÂ° 3","700054802","287",,"UEPA","TERCERA",
"810","J.I.N.Z. NÂº 7 ESC BALDOMERO FERNANDEZ MORENO ANEXO","700099502","287",,"INICIAL","SEGUNDA",
"811","FRANKLIN RAWSON","700018200","288",,"PRIMARIO","TERCERA",
"812","J.I.N.Z. NÂº 31  FRANKLIN RAWSON ANEXO","700105706","288",,"INICIAL","TERCERA",
"813","SARGENTO CABRAL","700054100","289",,"PRIMARIO","TERCERA",
"814","J.I.N.Z. NÂº 56  SARGENTO CABRAL ANEXO","700114501","289",,"INICIAL","TERCERA",
"815","PRESBITERO CAYETANO DE QUIROGA","700054000","290",,"PRIMARIO","TERCERA",
"816","NUCLEO GENDARMERIA NACIONAL AULA NÂ° 5","700054804","290",,"UEPA","TERCERA",
"817","ESCUELA SECUNDARIA PRESBITERO CAYETANO DE QUIROGA","700099000","290",,"SECUNDARIO","TERCERA",
"818","J.I.N.Z. NÂº 31 ESC PRESBITERO CAYETANO DE QUIROGA SEDE","700105700","290",,"INICIAL","TERCERA",
"819","CASA DEL NINO","700041700","291",,"ALBERGUE","PRIMERA",
"820","PROVINCIA DE FORMOSA","700054600","292",,"PRIMARIO","PRIMERA",
"821","NUCLEO GENDARMERIA NACIONAL AULA NÂ° 1","700054800","292",,"UEPA","TERCERA",
"822","ESCUELA TEC. CAP. LAB. CAP.PEDRO PABLO DE QUIROGA","700067900","292",,"TEC. CAP. LABORAL","SEGUNDA",
"823","C.E.N.S VALLE FERTIL","700096700","292",,"CENS","TERCERA",
"824","AGROTECNICA EJERCITO ARGENTINO","700054700","293",,"AGROTECNICA","PRIMERA",
"825","INSTITUTO SUPERIOR TECNICO DE VALLE FERTIL","700108000","293",,"SUPERIOR","TERCERA",
"826","DRA. JULIETA LANTERI","700053900","294",,"PRIMARIO","TERCERA",
"827","C.E.N.S. LA MAJADITA","700107600","294",,"CENS","TERCERA",
"828","J.I.N.Z. NÂº 56  DRA. JULIETA LANTERI ANEXO","700114503","294",,"INICIAL","TERCERA",
"829","HERNANDO DE MAGALLANES","700053800","295",,"ALBERGUE","TERCERA",
"830","J.I.N.Z. NÂº 31  ESC ALBERGUE HERNANDO DE MAGALLANES ANEXO","700105701","295",,"INICIAL","TERCERA",
"831","RECONQUISTA DE BUENOS AIRES","700018100","296",,"ALBERGUE","TERCERA",
"832","J.I.N.Z. NÂº 56  RECONQUISTA DE BUENOS AIRES ANEXO","700114505","296",,"INICIAL","TERCERA",
"833","FRAGATA PRESIDENTE SARMIENTO","700053300","297",,"PRIMARIO","TERCERA",
"834","J.I.N.Z. NÂº 7 ANEXO FRAGATA PRESIDENTE SARMIENTO ANEXO","700099509","297",,"INICIAL","SEGUNDA",
"835","ESCUELA DE LA PATRIA","700017800","298",,"PRIMARIO","TERCERA",
"836","J.I.N.Z. NÂº 7 ANEXO ESC DE LA PATRIA ANEXO","700099510","298",,"INICIAL","SEGUNDA",
"837","MARIA CURIE","700023000","299",,"PRIMARIO","TERCERA",
"838","J.I.N.Z. NÂº 58  ESC MARIE CURIE ANEXO","700111601","299",,"INICIAL","TERCERA",
"839","COMODORO RIVADAVIA EMER","700023100","300",,"PRIMARIO","TERCERA",
"840","ESCUELA SECUNDARIA BARTOLOME DEL BONO ANEXO COMODORO RIVADAVIA","700104902","300",,"","",
"841","J.I.N.Z. NÂº 58  ESC COMODORO RIVADAVIA ANEXO","700111603","300",,"INICIAL","TERCERA",
"842","PEDRO VALENZUELA - EMER","700036200","301",,"PRIMARIO","TERCERA",
"843","J.I.N.Z. NÂº 58  ESC PEDRO VALENZUELA ANEXO","700111602","301",,"INICIAL","TERCERA",
"844","RAMON BARRERA","700035900","302",,"PRIMARIO","TERCERA",
"845","J.I.N.Z. NÂº 9 ESC RAMON BARRERA ANEXO","700103502","302",,"INICIAL","PRIMERA",
"846","ESCUELA SECUNDARIA RAMON BARRERA","700108900","302",,"SECUNDARIO","TERCERA",
"847","DR. JUAN CARLOS NAVARRO","700019400","303",,"ALBERGUE","SEGUNDA",
"848","NOCTURNA 25 DE MAYO (EX U.E.P.A.NÂº 22)","700019500","303",,"UEPA","TERCERA",
"849","ESCUELA TEC. CAP. LAB. JUAN PABLO II","700069700","303",,"TEC. CAP. LABORAL","TERCERA",
"850","ESCUELA SECUNDARIA DR. JUAN CARLOS NAVARRO","700107000","303",,"SECUNDARIO","TERCERA",
"851","J.I.N.Z. NÂº 57 ALBERGUE DR. JUAN CARLOS NAVARRO SEDE","700113100","303",,"INICIAL","TERCERA",
"852","MISION MONOTECNICA Y DE EXTENSION CULTURAL NÂ° 64","700073300","304",,"MONOTECNICA","PRIMERA",
"853","ESC. TEC. CAP. LAB. NÂº 5 ""MARTIN YANZON""","700084200","304",,"TEC. CAP. LABORAL","CUARTA",
"854","JUAN IGNACIO GORRITI","700019100","305",,"PRIMARIO","SEGUNDA",
"855","ESCUELA SECUNDARIA JUAN IGNACIO GORRITI","700100100","305",,"SECUNDARIO","TERCERA",
"856","J.I.N.Z. NÂº 57 ESC JUAN IGNACIO GORRITI","700113103","305",,"INICIAL","TERCERA",
"857","BARTOLOME DEL BONO","700057800","306",,"PRIMARIO","SEGUNDA",
"858","ESCUELA TEC. CAP. LAB. NÂ° 11","700070000","306",,"TEC. CAP. LABORAL","TERCERA",
"859","J.I.N.Z. NÂº 4 ESC BARTOLOME DEL BONO ANEXO","700103602","306",,"INICIAL","PRIMERA",
"860","ESCUELA SECUNDARIA BARTOLOME DEL BONO","700104900","306",,"SECUNDARIO","TERCERA",
"861","PROVINCIA DE SAN LUIS","700019300","307",,"ALBERGUE","TERCERA",
"862","J.I.N.Z. NÂº 57 ALBERGUE PROVINCIA DE SAN LUIS","700113102","307",,"INICIAL","TERCERA",
"863","PRILIDIANO PUEYRREDON","700023400","308",,"PRIMARIO","PRIMERA",
"864","PROPAA ZONA ESTE UNIDAD EDUCATIVA NÂ° 50","700066306","308",,"PROPAA","TERCERA",
"865","E.N.I. NÂº 57 SUNYAY","700097200","308",,"INICIAL","SEGUNDA",
"866","AULA SATELITE NOCTURNA 25 DE MAYO","701950001","308",,"","",
"867","JUANA DE IBARBOUROU","700023500","309",,"PRIMARIO","TERCERA",
"868","J.I.N.Z. NÂº 9 ESC JUANA DE IBARBOUROU ANEXO","700103503","309",,"INICIAL","PRIMERA",
"869","MAR ARGENTINO","700057300","310",,"PRIMARIO","TERCERA",
"870","ESCUELA SECUNDARIA BARTOLOME DEL BONO ANEXO MAR ARGENTINO","700104903","310",,"","",
"871","J.I.N.Z. NÂº 58  ESC MAR ARGENTINO ANEXO","700111605","310",,"INICIAL","TERCERA",
"872","RAFAEL ALBERTO ARRIETA EMER","700023200","311",,"PRIMARIO","TERCERA",
"873","ESCUELA SECUNDARIA  BARTOLOME DEL BONO ANEXO RAFAEL ARRIETA","700104901","311",,"","",
"874","J.I.N.Z. NÂº 58  ESC RAFAEL ALBERTO ARRIETA ANEXO","700111604","311",,"INICIAL","TERCERA",
"875","MARTIN YANZON - EMER","700057400","312",,"PRIMARIO","SEGUNDA",
"876","ESCUELA SECUNDARIA MARTIN YANZON","700082900","312",,"SECUNDARIO","SEGUNDA",
"877","J.I.N.Z. NÂº 9 ESC MARTIN YANZON ANEXO","700103501","312",,"INICIAL","PRIMERA",
"878","PASCUAL CHENA","700057500","313",,"PRIMARIO","TERCERA",
"879","J.I.N.Z. NÂº 9 ESC PASCUAL CHENA ANEXO","700103504","313",,"INICIAL","PRIMERA",
"880","ESCUELA SECUNDARIA PASCUAL CHENA","700109300","313",,"SECUNDARIO","TERCERA",
"881","PADRE FEDERICO MAGGIO EMER","700019200","314",,"PRIMARIO","TERCERA",
"882","J.I.N.Z. NÂº 57 - PADRE FEDERICO MAGGIO","700113101","314",,"INICIAL","TERCERA",
"883","ESCUELA SECUNDARIA PADRE FEDERICO MAGGIO","700115900","314",,"SECUNDARIO","TERCERA",
"884","SEGUNDINO NAVARRO - EMER","700035700","315",,"PRIMARIO","PRIMERA",
"885","TEC. CAP. LAB TEOLINDA ROMERO DE SOTOMAYOR","700072600","315",,"TEC. CAP. LABORAL","SEGUNDA",
"886","ESCUELA SECUNDARIA SEGUNDINO J. NAVARRO","700080400","315",,"SECUNDARIO","PRIMERA",
"887","COMANDANTE TOMAS ESPORA - EMER","700057600","316",,"PRIMARIO","TERCERA",
"888","ESCUELA DE EDUCACION SECUNDARIA CTE. TOMAS ESPORA","700083300","316",,"SECUNDARIO","TERCERA",
"889","J.I.N.Z. NÂº 58 ESC COMANDANTE TOMAS ESPORA SEDE","700111600","316",,"INICIAL","TERCERA",
"890","DOMINGO DE ORO","700023600","317",,"PRIMARIO","PRIMERA",
"891","J.I.N.Z. NÂº 4 ESC DOMINGO DE ORO ANEXO","700103603","317",,"INICIAL","PRIMERA",
"892","ESCUELA NOCTURNA MAESTRO JUAN REYES LUNA","700004300","318",,"UEPA","TERCERA",
"893","PROVINCIA DE SAN JUAN","700036000","318",,"PRIMARIO","PRIMERA",
"894","CENS 25 DE MAYO","700094000","318",,"CENS","TERCERA",
"895","J.I.N.Z. NÂº 9 ESC PROVINCIA DE SAN JUAN SEDE","700103500","318",,"INICIAL","PRIMERA",
"896","MERCEDES NIEVA DE CASTRO","700029400","319",,"PRIMARIO","SEGUNDA",
"897","ESCUELA NOCTURNA INGENIERO MATIAS SANCHEZ DE LORIA ( UEPA NÂº 3)","700046500","319",,"UEPA","TERCERA",
"898","ESCUELA SECUNDARIA DE ZONDA","700107200","319",,"SECUNDARIO","TERCERA",
"899","E.N.I. NÂº 80 CIELO ALTO","700114900","319",,"INICIAL","TERCERA",
"900","RAFAEL OBLIGADO","700029600","320",,"PRIMARIO","PRIMERA",
"901","PROPAA ZONA OESTE UNIDAD EDUCATIVA NÂ° 55","700066421","320",,"","",
"902","ESCUELA TEC. CAP. LAB. JERONIMO LUIS DE CABRERA","700068500","320",,"TEC. CAP. LABORAL","TERCERA",
"903","C.E.N.S. ZONDA","700081000","320",,"CENS","TERCERA",
"904","E.N.I. NÂº 73 SIERRAS AZULES","700107800","320",,"INICIAL","SEGUNDA",
"905","DR. ALEJANDRO FLEMING","700040600","321",,"PRIMARIO","TERCERA",
"906","J.I.N.Z. NÂº 19 ALEJANDRO FLEMING SEDE","700096300","321",,"INICIAL","SEGUNDA",
"907","JUAN MARTIN DE PUEYRREDON","700051500","322",,"PRIMARIO","TERCERA",
"908","J.I.N.Z. NÂº 17 ESC JUAN MARTIN DE PUEYRREDON ANEXO","700096103","322",,"INICIAL","TERCERA",
"909","MANUEL ALBERTI","700006900","323",,"PRIMARIO","TERCERA",
"910","J.I.N.Z. NÂº 6 ESC MANUEL ALBERTI ANEXO","700102002","323",,"INICIAL","SEGUNDA",
"911","JOSEFA RAMIREZ DE GARCIA","700008100","324",,"ALBERGUE","SEGUNDA",
"912","J.I.N.Z. NÂº 5 ESC ALB JOSEFA RAMIREZ DE GARCIA ANEXO","700102101","324",,"INICIAL","SEGUNDA",
"913","ESCUELA SECUNDARIA JOSEFA RAMIREZ DE GARCIA","700117300","324",,"SECUNDARIO","TERCERA",
"914","J.I.N.Z. NÂº 11 ESC SATURNINO SEGUROLA SEDE","700103900","325",,"INICIAL","SEGUNDA",
"915","NOCTURNA POSTA DE YACANTO","700013400","325",,"UEPA","TERCERA",
"916","SATURNINO SEGUROLA","700014200","325",,"PRIMARIO","PRIMERA",
"917","SAN JOSE DE CALASANZ","700034000","326",,"PRIMARIO","TERCERA",
"918","J.I.N.Z. NÂº 28  ESC SAN JOSE DE CALASANZ ANEXO","700104201","326",,"INICIAL","TERCERA",
"919","CENTRO DE EDUCACION FISICA NÂ°20","700076700","327",,"NO FORMAL","PRIMERA",
"920","TESINAK","700079400","328",,"EDUCACION ESPECIAL","CUARTA",
"921","ANEXO NOCTURNA MARIA ELISA RUFINO LEON","700000101","329",,"UEPA","TERCERA",
"922","REPUBLICA DE CHILE","700035200","329",,"PRIMARIO","SEGUNDA",
"923","ANEXO ESC. TEC. CAP. LAB. TOMAS ALVA EDISON","700072401","329",,"TEC. CAP. LABORAL","SEGUNDA",
"924","C.E.N.S. TOMAS A. EDISON","700097900","329",,"CENS","TERCERA",
"925","E.N.I. NÂº 61 PEQUEnOS TESOROS","700100700","329",,"INICIAL","TERCERA",
"926","ESCUELA SECUNDARIO GRAL.DON TORIBIO DE LUZURIAGA","700002800","330",,"SECUNDARIO","PRIMERA",
"927","ESCUELA TEC. CAP. LAB. SOFIA LENOIR DE KLAPPENBACH","700070900","330",,"TEC. CAP. LABORAL","PRIMERA",
"928","POLICIA FEDERAL ARGENTINA","700035600","331",,"PRIMARIO","PRIMERA",
"929","ANEXO ESC. TEC. CAP. LAB. JUAN RAMIREZ DE VELAZCO","700071301","331",,"TEC. CAP. LABORAL","SEGUNDA",
"930","E.N.I. NÂº 49 HEBE ALMEIDA DE GARGIULO","700092000","331",,"INICIAL","PRIMERA",
"931","NOCTURNA JOSE MANUEL ESTRADA","700004400","332",,"UEPA","TERCERA",
"932","LEONOR SANCHEZ DE ARANCIBIA","700036500","332",,"PRIMARIO","PRIMERA",
"933","E.N.I. NÂº 41 DANTE ALBERTO SAAVEDRA","700089400","332",,"INICIAL","PRIMERA",
"934","ESCUELA SECUNDARIA LEONOR SANCHEZ DE ARANCIBIA","700091800","332",,"SECUNDARIO","TERCERA",
"935","E.N.I. NÂº 11 MARTA GIMENEZ PASTOR","700004500","333",,"INICIAL","PRIMERA",
"936","CANDELARIA ALBARRACIN DE GODOY","700004600","333",,"PRIMARIO","PRIMERA",
"937","C.E.N.S. CABO SEGUNDO JOSE ESTEBAN LUCERO (CENS 134)","700004800","333",,"CENS","PRIMERA",
"938","LEOPOLDO CORRETJER","700037200","333",,"PRIMARIO","PRIMERA",
"939","ALAS ARGENTINAS","700004900","334",,"PRIMARIO","PRIMERA",
"940","ESCUELA SECUNDARIA ALAS ARGENTINAS","700093800","334",,"SECUNDARIO","SEGUNDA",
"941","J.I.N.Z. NÂº 52  ESC ALAS ARGENTINAS SEDE","700113700","334",,"INICIAL","PRIMERA",
"942","DR. PABLO ANTONIO RAMELLA","700064300","335",,"PRIMARIO","PRIMERA",
"943","ESCUELA SECUNDARIA DR. PABLO RAMELLA","700106600","335",,"SECUNDARIO","TERCERA",
"944","J.I.N.Z. NÂº 52  ESC DR. PABLO A. RAMELLA ANEXO","700113703","335",,"INICIAL","PRIMERA",
"945","CARLOS MARIA DE ALVEAR T.T.","700006300","336",,"PRIMARIO","PRIMERA",
"946","CARLOS MARIA DE ALVEAR T.M.","700024900","336",,"PRIMARIO","PRIMERA",
"947","NOCTURNA DR. CARLOS MARIA BIEDMA","700064100","336",,"UEPA","TERCERA",
"948","PASO DE LOS ANDES","700007300","337",,"ALBERGUE","TERCERA",
"949","PRESIDENTE MITRE","700008000","338",,"PRIMARIO","SEGUNDA",
"950","J.I.N.Z. NÂº 8 ESC PRESIDENTE MITRE SEDE","700102600","338",,"INICIAL","SEGUNDA",
"951"," ANEXO CACIQUE PISMANTA","700008001","339",,"PRIMARIO","SEGUNDA",
"952","J.I.N.Z. NÂº 8 ESC CACIQUE PISMANTA ANEXO","700102601","339",,"INICIAL","SEGUNDA",
"953","E.N.I. NÂº  3 JULIETA SARMIENTO","700010100","340",,"INICIAL","PRIMERA",
"954","NOCTURNA ROQUE SAENZ PENA","700012400","341",,"UEPA","TERCERA",
"955","ESCUELA ROQUE SAENZ PENA","700012500","341",,"PRIMARIO","PRIMERA",
"956","ESCUELA TEC. CAP. LAB. EJERCITO ARGENTINO","700068000","341",,"TEC. CAP. LABORAL","SEGUNDA",
"957","J.I.N.Z. NÂº 37 ESC ROQUE SAENZ PENA SEDE","700103300","341",,"INICIAL","TERCERA",
"958","GOBERNADOR FEDERICO CANTONI","700015700","342",,"PRIMARIO","PRIMERA",
"959","PRESIDENTE AVELLANEDA","700016100","342",,"PRIMARIO","PRIMERA",
"960","NOCTURNA JUAN DE DIOS JOFRE","700016400","342",,"UEPA","TERCERA",
"961","ESCUELA TEC. CAP. LAB. AGUSTIN DELGADO","700068800","342",,"TEC. CAP. LABORAL","SEGUNDA",
"962","E.N.I. NÂº 44 ESTRELLITA DE LOS COLORES","700090400","342",,"INICIAL","PRIMERA",
"963","ESCUELA SECUNDARIA PRESIDENTE AVELLANEDA","700107500","342",,"SECUNDARIO","TERCERA",
"964","COLEGIO SUPERIOR NÂ° 1 FUERZA AEREA ARGENTINA","700017900","343",,"SECUNDARIO","PRIMERA",
"964","COLEGIO SUPERIOR NÂ° 1 FUERZA AEREA ARGENTINA","700017900","343",,"SUPERIOR","PRIMERA",
"965","DRA. FRANCISCA RIOS DE PAEZ","700020300","344",,"PRIMARIO","TERCERA",
"966","J.I.N.Z. NÂº 1 ESC DRA. FRANCISCA RIOS DE PAEZ ANEXO","700094100","344",,"INICIAL","PRIMERA",
"967","ESCUELA SECUNDARIA DRA. FRANCISCA RIOS DE PAEZ","700109500","344",,"SECUNDARIO","TERCERA",
"968","COLEGIO SECUNDARIO DE BARREAL","700022300","345",,"SECUNDARIO","SEGUNDA",
"969","BERNARDO DE MONTEAGUDO","700023800","346",,"PRIMARIO","PRIMERA",
"970","C.E.N.T. NÂ° 18 ANEXO","700030501","346",,"SUPERIOR","CUARTA",
"971","NOCTURNA ERNESTO A. BAVIO","700059100","346",,"UEPA","TERCERA",
"972","ERNESTO A. BAVIO","700059200","346",,"PRIMARIO","PRIMERA",
"973","ESCUELA TEC. CAP. LAB. LEOPOLDO LUGONES","700069200","346",,"TEC. CAP. LABORAL","PRIMERA",
"974","JORGE WASHINGTON","700034100","347",,"PRIMARIO","PRIMERA",
"975","ESCUELA SECUNDARIA JORGE WASHINGTON","700081200","347",,"SECUNDARIO","PRIMERA",
"976","J.I.N.Z. NÂº 29  ESC JORGE WASHINGTON ANEXO","700103102","347",,"INICIAL","PRIMERA",
"977","E.N.I. NÂº 9 SARA CHAMBERLAIN ECCLESTON","700033500","348",,"INICIAL","PRIMERA",
"978","JOSE MANUEL ESTRADA","700037000","349",,"ALBERGUE","PRIMERA",
"979","ESCUELA E.E.E. BILINGUE PARA SORDOS","700074800","349",,"EDUCACION ESPECIAL","PRIMERA",
"980","J.I.N.Z. NÂº 52  ESC ALBERGUE JOSE MANUEL ESTRADA ANEXO","700113701","349",,"INICIAL","PRIMERA",
"981","PROVINCIA DEL CHUBUT","700045000","350",,"PRIMARIO","SEGUNDA",
"982","J.I.N.Z. NÂº 3  ESC PROVINCIA DE CHUBUT SEDE","700094300","350",,"INICIAL","PRIMERA",
"983","E.N.I. NÂº 4 MARTHA SALOTTI","700042100","351",,"INICIAL","PRIMERA",
"984","PRESBITERO PATRICIO LOPEZ DEL CAMPO","700051300","352",,"PRIMARIO","TERCERA",
"985","J.I.N.Z. NÂº 18 ESC ESTEBAN AGUSTIN GASCON ANEXO","700096202","353",,"INICIAL","TERCERA",
"986","C.E.N.S. NIQUIVIL","700111100","353",,"CENS","TERCERA",
"987","ESTEBAN AGUSTIN GASCON","700051700","353",,"PRIMARIO","TERCERA",
"988","DIOGENES PERRAMON MATRIZ","700053100","354",,"PRIMARIO","PRIMERA",
"989","J.I.N.Z. NÂº 36 SEDE ESC DIOGENES PERRAMON SEDE","700103400","354",,"INICIAL","PRIMERA",
"990","SUBOFICIAL MAYOR SEGUNDO ANTENOR YUBEL","700055700","355",,"PRIMARIO","TERCERA",
"991","J.I.N.Z. NÂº 53  ESC SUBOFICIAL MAYOR SEGUNDO ATENOR YUBEL ANEXO","700108302","355",,"INICIAL","PRIMERA",
"992","VIRGINIA MORENO DE PARKES","700056000","356",,"PRIMARIO","TERCERA",
"993","J.I.N.Z. NÂº 26  ESC VIRGINIA MORENO DE PARKES ANEXO","700104403","356",,"INICIAL","PRIMERA",
"994","ESCUELA DOMICILIARIA Y HOSPITALARIA DR. GUILLERMO RAWSON - ANEXO DR. MARCIAL QUIROGA - DETERMINAR AREA","700060301","357",,"EDUCACION HOSPITALARIA","PRIMERA",
"995","REGIMIENTO DE PATRICIOS","700063100","358",,"PRIMARIO","PRIMERA",
"996","J.I.N.Z. NÂº 34 REGIMIENTO DE PATRICIOS  ANEXO","700097403","358",,"INICIAL","PRIMERA",
"997","ESCUELA SECUNDARIA REGIMIENTO DE PATRICIOS","700106100","358",,"SECUNDARIO","TERCERA",
"998","ESCUELA E.E.E. MULTIPLE DE ULLUM","700064500","360",,"EDUCACION ESPECIAL","PRIMERA",
"999","E.E.E. FELIPA ROJAS","700065000","361",,"EDUCACION ESPECIAL","PRIMERA",
"1000","AUTONOMIA BARTOLOME DEL BONO","700065700","362",,"PRIMARIO","TERCERA",
"1001","J.I.N.Z. NÂº 4  ESC AUTONOMIA BARTOLOME DEL BONO ANEXO","700103604","362",,"INICIAL","PRIMERA",
"1002","ESCUELA SECUNDARIA  BARTOLOME DEL BONO ANEXO AUTONOMIA BARTOLOME DEL BONO","700104904","362",,"SECUNDARIO","TERCERA",
"1003","COLEGIO PROVINCIAL DE SANTA LUCIA PROFESORA OLGA AUBONE","700025800","363",,"SECUNDARIO","PRIMERA",
"1004","E.E.E. Y FORMACION LABORAL ALFREDO FORTABAT","700065200","364",,"EDUCACION ESPECIAL","PRIMERA",
"1005","ESCUELA DE EDUCACION INTEGRAL PARA ADOLESCENTES Y JOVENES CON DISCAPACIDAD ""PROF. IVONNE BARUD DE QUATTROPANI""","700104700","364",,"EDUCACION ESPECIAL","PRIMERA",
"1006","PASO DE VALLE HERMOSO","700081900","365",,"PRIMARIO","TERCERA",
"1007","J.I.N.Z. NÂº 47 ESC PASO DE VALLE HERMOSO ANEXO","700102202","365",,"INICIAL","SEGUNDA",
"1008","ESCUELA BÂº FRANKLIN RAWSON","700082300","366",,"PRIMARIO","PRIMERA",
"1009","E.N.I. NÂº 23 PROF. MARGARITA FERRA DE BARTOL","700086400","366",,"INICIAL","SEGUNDA",
"1010","ANEXO ESC. TEC. CAP. LAB. GREGORIA DE SAN MARTIN NOCTURNA","700066602","367",,"TEC. CAP. LABORAL","SEGUNDA",
"1011","CENTRO DE FORMACION PROFESIONAL NÂ°1 DE RAWSON","700069800","368",,"FOR. PROF. EDUC. NO FORMAL","PRIMERA",
"1012","CTRO. FORMACION PROF. NÂº1 RAWSON ANEXO CONCEPCION","700069801","369",,"FOR. PROF. EDUC. NO FORMAL","TERCERA",
"1013","E.P.E.T. NÂ° 7 BARRIO ARAMBURU","700075000","370",,"TECNICO","SEGUNDA",
"1014","ESCUELA TECNICA OBRERO ARGENTINO ETOA","700062600","371",,"TECNICO","PRIMERA",
"1015","EGB 3 Y POLIMODAL GRAL. SAN MARTIN","700031000","372",,"SECUNDARIO","PRIMERA",
"1016","MISION MONOTECNICA Y DE EXTENSION CULTURAL NÂ° 59","700070200","373",,"MONOTECNICA","PRIMERA",
"1017","TERESA DE ASENCIO (EX E.E.E. MuLTIPLE DE ANGACO)","700081600","374",,"EDUCACION ESPECIAL","TERCERA",
"1018","ESCUELA AMeRICA SOFiA GIL DE CALVO ANEXO ( EX U.E.P.A. MOVIL NÂ° 2)","700009101","90",,"UEPA","TERCERA",
"1019","J.I.N.Z. NÂº 19 ESC PRESBITERO P. LOPEZ DEL CAMPO ANEXO","700096302","352",,"INICIAL","SEGUNDA",
"1020","P ZONA NORTE UNIDAD EDUCATIVA NÂ° 49","700066226","364",,"","",
"1021","PRESIDENTE NESTOR CARLOS KIRCHNER","700084100","375",,"SECUNDARIO","SEGUNDA",
"1022","MISION MONOTECNICA Y DE EXTENSION CULTURAL NÂ° 44","700069600","376",,"MONOTECNICA","CUARTA",
"1023","ESCUELA SECUNDARIA JUAN MANTOVANI","700100200","377",,"SECUNDARIO","PRIMERA",
"1024","EEE ANEXO JUANA GODOY DE BRANDES ","700015602","378",,"EDUCACION ESPECIAL","PRIMERA",
"1025","E.N.I. NÂº 38 LA NUSTA","700087700","379",,"INICIAL","PRIMERA",
"1026","ESCUELA SECUNDARIO CACIQUE ANGACO","700049400","380",,"SECUNDARIO","PRIMERA",
"1027","INSTITUTO SUPERIOR DE FORMACION TECNICA DE ANGACO","700114600","380",,"SUPERIOR","CUARTA",
"1028","MARY MANN","700014700","381",,"PRIMARIO","TERCERA",
"1029","J.I.N.Z. NÂº 14 ESC MARY MANN ANEXO","700103802","381",,"INICIAL","SEGUNDA",
"1030","J.I.N.Z. NÂº 14 ESC PROF VICTOR MERCANTE ANEXO","700103803","382",,"INICIAL","SEGUNDA",
"1031","JOSE ALEJANDRO SEGOVIA - EMER","700015200","383",,"PRIMARIO","TERCERA",
"1032","J.I.N.Z. NÂº 13 ESC JOSE ALEJANDRO SEGOVIA ANEXO","700102701","383",,"INICIAL","SEGUNDA",
"1033","ESCUELA E.E.E. MULTIPLE CALINGASTA","700056900","384",,"EDUCACION ESPECIAL","PRIMERA",
"1034","ESCUELA TECNICA GRAL. MANUEL SAVIO","700032100","385",,"TECNICO","TERCERA",
"1035","ESCUELA BÂº FRONDIZI","700089900","386",,"PRIMARIO","SEGUNDA",
"1036","E.N.I. NÂº 47 SAN JOSE GABRIEL DEL ROSARIO BROCHERO","700090000","386",,"INICIAL","PRIMERA",
"1037","ESCUELA SECUNDARIA BÂº FRONDIZI","700091200","386",,"SECUNDARIO","TERCERA",
"1038","PROFESORADO ENS. SUP. MONSENOR SILVINO MARTINEZ","700044100","387",,"SUPERIOR","PRIMERA",
"1039","INSTITUTO DE ENSENANZA SUP. DRA. CARMEN PENALOZA","700044200","387",,"SUPERIOR","SEGUNDA",
