id_institucion,cue,nombre,establecimiento_cabecera,id_edificio,nivel_educativo,categoria,ambito
184,700061400,DR. FLORENTINO AMEGHINO,FLORENTINO AMEGHINO,66,PRIMARIO,SEGUNDA,PUBLICO
185,700115400,E.N.I. Nº 78,FLORENTINO AMEGHINO,66,INICIAL,PRIMERA,PUBLICO
186,700002404,J.I.N.Z. CAPITAL - TENIENTE PEDRO NOLASCO FONSECA ANEXO,TENIENTE PEDRO NOLASCO FONSECA,67,INICIAL,PRIMERA,PUBLICO
187,700058000,TENIENTE PEDRO NOLASCO FONSECA,TENIENTE PEDRO NOLASCO FONSECA,67,PRIMARIO,PRIMERA,PUBLICO
188,700027700,ESCUELA DE FRUTICULTURA Y ENOLOGIA,ESCUELA DE FRUTICULTURA Y ENOLOGIA,68,AGROTECNICA,PRIMERA,PUBLICO
189,700027100,MARIA LUISA VILLARINO DE DEL CARRIL,MARIA L. VILLARINO DEL CARRIL,69,PRIMARIO,PRIMERA,PUBLICO
190,700069300,ESCUELA TEC. CAP. LAB. ARNOBIO SANCHEZ,MARIA L. VILLARINO DEL CARRIL,69,TEC. CAP. LABORAL,SEGUNDA,PUBLICO
191,700098300,J.I.N.Z. Nº 42 MARIA LUISA VILLARINO DE DEL CARRIL SEDE,MARIA L. VILLARINO DEL CARRIL,69,INICIAL,PRIMERA,PUBLICO
192,700011900,MANUEL LAINEZ,MANUEL LAINEZ,70,PRIMARIO,PRIMERA,PUBLICO
193,700046200,CENTRO POLIVALENTE DE ARTE,MANUEL LAINEZ,70,SECUNDARIO,PRIMERA,PUBLICO
194,700098403,J.I.N.Z. Nº 41  MANUEL LAINEZ ANEXO,MANUEL LAINEZ,70,INICIAL,PRIMERA,PUBLICO
195,700033200,NOCTURNA PROVINCIA DE CORDOBA,ANGEL DOMINGO ROJAS,71,UEPA,TERCERA,PUBLICO
196,700058200,PERITO FRANCISCO PASCACIO MORENO,ANGEL DOMINGO ROJAS,71,PRIMARIO,SEGUNDA,PUBLICO
197,700058300,ANGEL DOMINGO ROJAS,ANGEL DOMINGO ROJAS,71,PRIMARIO,PRIMERA,PUBLICO
198,700066500,ESCUELA TEC. CAP. LAB. DR. CARLOS MARIA BIEDMA,ANGEL DOMINGO ROJAS,71,TEC. CAP. LABORAL,PRIMERA,PUBLICO
199,700045400,NOCTURNA TAMBOR DE TACUARI,MIGUEL DE AZCUENAGA,72,UEPA,TERCERA,PUBLICO
200,700045600,MIGUEL DE AZCUENAGA,MIGUEL DE AZCUENAGA,72,PRIMARIO,TERCERA,PUBLICO
201,700091400,ESCUELA SECUNDARIA MIGUEL DE AZCUENAGA,MIGUEL DE AZCUENAGA,72,SECUNDARIO,TERCERA,PUBLICO
202,700098401,J.I.N.Z. Nº 41  MIGUEL DE AZCUENAGA SEDE,MIGUEL DE AZCUENAGA,72,INICIAL,PRIMERA,PUBLICO
203,700033400,ESCUELA E.E.E. LUIS BRAILLE,E.E.E. LUIS BRAILE,73,EDUCACION ESPECIAL,PRIMERA,PUBLICO
204,700045900,ESCUELA DE EDUCACION ESPECIAL ARA SAN JUAN (EX E.E.E. SARM),ESCUELA DE EDUCACION ESPECIAL ARA SAN JUAN (EX E.E.E. SARM),74,EDUCACION ESPECIAL,PRIMERA,PUBLICO
205,700060600,C.E.N.S. N° 239,CAPITAL FEDERAL,75,CENS,TERCERA,PUBLICO
206,700060700,CAPITAL FEDERAL,CAPITAL FEDERAL,75,PRIMARIO,PRIMERA,PUBLICO
207,700070401,ANEXO ESC. TEC. CAP. LAB. JUAN BAUTISTA ALBERDI,CAPITAL FEDERAL,75,TEC. CAP. LABORAL,PRIMERA,PUBLICO
208,700098400,J.I.N.Z. Nº 41 CAPITAL FEDERAL ANEXO,CAPITAL FEDERAL,75,INICIAL,PRIMERA,PUBLICO
209,700036600,DR. ISIDRO MARIANO DE ZAVALLA,JOSE CHIRAPOZU,76,PRIMARIO,PRIMERA,PUBLICO
210,700036700,JOSE CHIRAPOZU,JOSE CHIRAPOZU,76,PRIMARIO,PRIMERA,PUBLICO
211,700085700,E.N.I. Nº 24 SAN JUAN PABLO II,JOSE CHIRAPOZU,76,INICIAL,PRIMERA,PUBLICO
212,700039800,ESCUELA NORMAL SUPERIOR GRAL. MANUEL BELGRANO,ESCUELA NORMAL SUPERIOR GRAL. MANUEL BELGRANO,77,INICIAL,PRIMERA,PUBLICO
212,700039800,ESCUELA NORMAL SUPERIOR GRAL. MANUEL BELGRANO,ESCUELA NORMAL SUPERIOR GRAL. MANUEL BELGRANO,77,PRIMARIO,PRIMERA,PUBLICO
212,700039800,ESCUELA NORMAL SUPERIOR GRAL. MANUEL BELGRANO,ESCUELA NORMAL SUPERIOR GRAL. MANUEL BELGRANO,77,SECUNDARIO,PRIMERA,PUBLICO
212,700039800,ESCUELA NORMAL SUPERIOR GRAL. MANUEL BELGRANO,ESCUELA NORMAL SUPERIOR GRAL. MANUEL BELGRANO,77,SUPERIOR,PRIMERA,PUBLICO
213,700039801,INSTITUTO SUPERIOR EN DESARROLLO DE SOFTWARE,ESCUELA NORMAL SUPERIOR GRAL. MANUEL BELGRANO,77,,,
214,700004401,NOCTURNA JOSE MANUEL ESTRADA ANEXO 1 BERMEJO,E.E.E. MARIA MONTESSORI,78,,,
215,700036300,ESCUELA E.E.E. MARIA MONTESSORI,E.E.E. MARIA MONTESSORI,78,EDUCACION ESPECIAL,PRIMERA,PUBLICO
216,700055800,AGROTECNICA GONZALO ALBERTO DOBLAS,AGROTECNICA GONZALO ALBERTO DOBLAS,79,AGROTECNICA,TERCERA,PUBLICO
217,700064701,INSTITUTO SUPERIOR DE ENOLOGIA E INDU. FRUTIH. ANEXO CAUCETE,AGROTECNICA GONZALO ALBERTO DOBLAS,79,SUPERIOR,CUARTA,PUBLICO
218,700021700,REPUBLICA ARGENTINA,REPUBLICA ARGENTINA,80,PRIMARIO,SEGUNDA,PUBLICO
219,700021701,EEE REPUBLICA ARGENTINA ANEXO BERMEJO,REPUBLICA ARGENTINA,80,EDUCACION ESPECIAL,CUARTA,PUBLICO
220,700102500,ESCUELA SECUNDARIA REPUBLICA ARGENTINA,REPUBLICA ARGENTINA,80,SECUNDARIO,TERCERA,PUBLICO
221,700111401,J.I.N.Z. Nº 54 ESC REPUBLICA ARGENTINA ANEXO,REPUBLICA ARGENTINA,80,INICIAL,SEGUNDA,PUBLICO
222,700040300,E.P.E.T. N° 1 CAUCETE,E.P.E.T. N° 1 CAUCETE,81,TECNICO,PRIMERA,PUBLICO
223,700040000,NOCTURNA DR. AMAN RAWSON,MANUEL PACIFICO ANTEQUEDA,82,UEPA,TERCERA,PUBLICO
224,700040100,PRESBITERO MARIANO IANNELLI,MANUEL PACIFICO ANTEQUEDA,82,PRIMARIO,PRIMERA,PUBLICO
225,700040200,MANUEL PACIFICO ANTEQUEDA T.M.,MANUEL PACIFICO ANTEQUEDA,82,PRIMARIO,PRIMERA,PUBLICO
226,700069000,ESCUELA TEC. CAP. LAB. LUIS JOFRE,MANUEL PACIFICO ANTEQUEDA,82,TEC. CAP. LABORAL,PRIMERA,PUBLICO
227,700096600,E.N.I. Nº 56 HEROES DE MALVINAS,MANUEL PACIFICO ANTEQUEDA,82,INICIAL,PRIMERA,PUBLICO
228,700018600,DR. SATURNINO SALAS,DR. SATURNINO SALAS,83,PRIMARIO,TERCERA,PUBLICO
229,700103001,J.I.N.Z. Nº 32  DR. SATURNINO SALAS ANEXO,DR. SATURNINO SALAS,83,INICIAL,PRIMERA,PUBLICO
230,700108400,ESCUELA SECUNDARIA DR. SATURNINO SALAS,DR. SATURNINO SALAS,83,SECUNDARIO,TERCERA,PUBLICO
231,700113200,C.E.N.S. EL RINCON,DR. SATURNINO SALAS,83,CENS,TERCERA,PUBLICO
232,700021800,REPUBLICA DE BOLIVIA,REPUBLICA DE BOLIVIA,84,PRIMARIO,TERCERA,PUBLICO
233,700111403,J.I.N.Z. Nº 54  ESC REPUBLICA DEL PARAGUAY SEDE,REPUBLICA DE BOLIVIA,84,INICIAL,SEGUNDA,PUBLICO
234,700008900,ESTANISLAO DEL CAMPO,ESTANISLAO DEL CAMPO,85,PRIMARIO,TERCERA,PUBLICO
235,700009100,ESCUELA AMERICA SOFIA GIL DE CALVO (EX U.E.P.A. MOVIL N° 2),ESTANISLAO DEL CAMPO,85,UEPA,TERCERA,PUBLICO
236,700111203,J.I.N.Z. Nº 55  ESC ESTANISLAO DEL CAMPO ANEXO,ESTANISLAO DEL CAMPO,85,INICIAL,PRIMERA,PUBLICO
237,700009000,JUAN LAVALLE,JUAN LAVALLE,86,PRIMARIO,TERCERA,PUBLICO
238,700111202,J.I.N.Z. Nº 55  ESC JUAN LAVALLE ANEXO,JUAN LAVALLE,86,INICIAL,PRIMERA,PUBLICO
239,700056700,ROMULO GIUFFRA,ROMULO GIUFFRA,87,PRIMARIO,TERCERA,PUBLICO
240,700111404,J.I.N.Z. Nº 54  ESC ROMULO GIUFFRA ANEXO,ROMULO GIUFFRA,87,INICIAL,SEGUNDA,PUBLICO
241,700022000,DRA. LETICIA ACOSTA DE SORMANI,DRA. LETICIA A. DE SORMANI,88,PRIMARIO,TERCERA,PUBLICO
242,700039600,HIPOLITO VIEYTES,HIPOLITO VIEYTES,89,PRIMARIO,PRIMERA,PUBLICO
243,700092900,ESCUELA SECUNDARIA HIPOLITO VIEYTES,HIPOLITO VIEYTES,89,SECUNDARIO,TERCERA,PUBLICO
244,700107100,E.N.I. Nº 72 ANTONIO AGULLES,HIPOLITO VIEYTES,89,INICIAL,TERCERA,PUBLICO
245,700009200,JOSE MARIA DE LOS RIOS,JOSE MARIA DE LOS RIOS,90,PRIMARIO,TERCERA,PUBLICO
246,700111200,J.I.N.Z. Nº 55 ESC JOSE MARIA DE LOS RIOS SEDE,JOSE MARIA DE LOS RIOS,90,INICIAL,PRIMERA,PUBLICO
247,700055600,ANDINA,ANDINA,91,PRIMARIO,SEGUNDA,PUBLICO
248,700108300,J.I.N.Z. Nº 53 ESC ANDINA SEDE,ANDINA,91,INICIAL,PRIMERA,PUBLICO
249,700115600,ESCUELA DE EDUCACION SECUNDARIA ANDINA,ANDINA,91,SECUNDARIO,TERCERA,PUBLICO
250,700056800,PRESIDENTE JULIO ARGENTINO ROCA,PRESIDENTE ROCA,92,PRIMARIO,TERCERA,PUBLICO
251,700111405,J.I.N.Z. Nº 54 ESC PRESIDENTE JULIO ARGENTINO ROCA ANEXO,PRESIDENTE ROCA,92,INICIAL,SEGUNDA,PUBLICO
252,700018700,ARTURO BERUTI,ARTURO BERUTI,93,PRIMARIO,TERCERA,PUBLICO
253,700068700,ESCUELA TEC. CAP. LAB. N° 1 PEDRO ECHAGUE,ARTURO BERUTI,93,TEC. CAP. LABORAL,TERCERA,PUBLICO
254,700103002,J.I.N.Z. Nº 32  ESC ARTURO BERUTI ANEXO,ARTURO BERUTI,93,INICIAL,PRIMERA,PUBLICO
255,700113000,ESCUELA SECUNDARIA ARTURO BERUTI,ARTURO BERUTI,93,SECUNDARIO,TERCERA,PUBLICO
256,700018800,JUAN DE DIOS FLORES,JUAN DE DIOS FLORES,94,PRIMARIO,TERCERA,PUBLICO
257,700108301,J.I.N.Z. Nº 53  ESC JUAN DE DIOS FLORES ANEXO,JUAN DE DIOS FLORES,94,INICIAL,PRIMERA,PUBLICO
258,700019000,OBISPO ZAPATA,OBISPO ZAPATA,95,PRIMARIO,TERCERA,PUBLICO
259,700091900,ESCUELA SECUNDARIA OBISPO ZAPATA,OBISPO ZAPATA,95,SECUNDARIO,TERCERA,PUBLICO
260,700108303,J.I.N.Z. Nº 53  ESC OBISPO ZAPATA ANEXO,OBISPO ZAPATA,95,INICIAL,PRIMERA,PUBLICO
261,700022100,REPUBLICA DEL PARAGUAY,REPUBLICA DEL PARAGUAY,96,PRIMARIO,TERCERA,PUBLICO
262,700040001,NOCTURNA DR. AMAN RAWSON ANEXO 1 VALLECITO,REPUBLICA DEL PARAGUAY,96,UEPA,TERCERA,PUBLICO
263,700101000,ESCUELA SECUNDARIA REPUBLICA DEL PARAGUAY,REPUBLICA DEL PARAGUAY,96,SECUNDARIO,TERCERA,PUBLICO
264,700111400,J.I.N.Z. Nº 54 ESC REPUBLICA DE BOLIVIA ANEXO,REPUBLICA DEL PARAGUAY,96,INICIAL,PRIMERA,PUBLICO
265,700004402,NOCTURNA JOSE MANUEL ESTRADA ANEXO 2 VILLA INDEPENDENCIA,PEDRO ECHAGUE,97,,,
266,700039700,PEDRO ECHAGUE,PEDRO ECHAGUE,97,PRIMARIO,TERCERA,PUBLICO
267,700102400,ESCUELA SECUNDARIA PEDRO ECHAGUE,PEDRO ECHAGUE,97,SECUNDARIO,TERCERA,PUBLICO
268,700111201,J.I.N.Z. Nº 55  ESC PEDRO ECHAGUE ANEXO,PEDRO ECHAGUE,97,INICIAL,PRIMERA,PUBLICO
269,700015600,ESCUELA E.E.E. JUANA GODOY DE BRANDES,C.E.N.S. SAN JUAN DE DIOS,98,EDUCACION ESPECIAL,PRIMERA,PUBLICO
270,700016600,C.E.N.S. SAN JUAN DE DIOS,C.E.N.S. SAN JUAN DE DIOS,98,CENS,TERCERA,PUBLICO
271,700004200,INGENIEROS DE SAN JUAN,INGENIEROS DE SAN JUAN,99,PRIMARIO,PRIMERA,PUBLICO
272,700058800,SALVADOR MARIA DEL CARRIL,SALVADOR MARIA DEL CARRIL,100,PRIMARIO,PRIMERA,PUBLICO
273,700059600,LEANDRO NICEFORO ALEM,SALVADOR MARIA DEL CARRIL,100,PRIMARIO,SEGUNDA,PUBLICO
274,700104500,E.N.I. Nº 65,SALVADOR MARIA DEL CARRIL,100,INICIAL,TERCERA,PUBLICO
275,700031400,NOCTURNA JOHN KENNEDY,ESCUELA DE EDUCACIoN ESPECIAL “MARTINA CHAPANAY”,397,UEPA,TERCERA,PUBLICO
276,700015800,PRESIDENTE DR. ARTURO UMBERTO ILLIA,PRESIDENTE DR. ARTURO UMBERTO ILLIA,102,PRIMARIO,PRIMERA,PUBLICO
277,700068300,ESCUELA TEC. CAP. LAB. N° 27,PRESIDENTE DR. ARTURO UMBERTO ILLIA,102,TEC. CAP. LABORAL,TERCERA,PUBLICO
278,700088700,ESCUELA SECUNDARIA PRESIDENTE DR. ARTURO UMBERTO ILLIA,PRESIDENTE DR. ARTURO UMBERTO ILLIA,102,SECUNDARIO,PRIMERA,PUBLICO
279,700094400,E.N.I. Nº 50 PROF MARGARITA RAVIOLI,PRESIDENTE DR. ARTURO UMBERTO ILLIA,102,INICIAL,SEGUNDA,PUBLICO
280,700107700,C.E.N.S. ZONA OESTE,PRESIDENTE DR. ARTURO UMBERTO ILLIA,102,CENS,TERCERA,PUBLICO
281,700015900,DRA. CARMEN PENALOZA DE VARESE,DRA. CARMEN PENALOZA DE VARESE,103,PRIMARIO,PRIMERA,PUBLICO
282,700050300,COLEGIO PROVINCIAL DE CHIMBAS I,DRA. CARMEN PENALOZA DE VARESE,103,SECUNDARIO,SEGUNDA,PUBLICO
283,700096500,E.N.I. Nº 55 GRACIELA MONTES,DRA. CARMEN PENALOZA DE VARESE,103,INICIAL,PRIMERA,PUBLICO
284,700024000,U.E.P.A. N° 10,GRAL. ESTANISLAO SOLER,104,UEPA,TERCERA,PUBLICO
285,700059400,AGUSTIN VICTORIO GNECCO,GRAL. ESTANISLAO SOLER,104,PRIMARIO,PRIMERA,PUBLICO
286,700059500,GRAL. ESTANISLAO SOLER,GRAL. ESTANISLAO SOLER,104,PRIMARIO,PRIMERA,PUBLICO
287,700068801,ANEXO ESC. TEC. CAP. LAB. AGUSTIN DELGADO,GRAL. ESTANISLAO SOLER,104,TEC. CAP. LABORAL,SEGUNDA,PUBLICO
288,700117200,C.E.N.S. LOS TAMARINDOS,GRAL. ESTANISLAO SOLER,104,CENS,TERCERA,PUBLICO
289,700016000,JUAN ENRIQUE PESTALOZZI TURNO MANANA,JUAN ENRIQUE PESTALOZZI,105,PRIMARIO,PRIMERA,PUBLICO
290,700050400,NOCTURNA MAESTRO AUGUSTO ALEJANDRO ORELLANO WALSEN,JUAN ENRIQUE PESTALOZZI,105,UEPA,TERCERA,PUBLICO
291,700081400,JUAN ENRIQUE PESTALOZZI TURNO TARDE,JUAN ENRIQUE PESTALOZZI,105,PRIMARIO,PRIMERA,PUBLICO
292,700085000,E.N.I. Nº 20 PILPINTU,JUAN ENRIQUE PESTALOZZI,105,INICIAL,PRIMERA,PUBLICO
293,700116000,ESCUELA SECUNDARIA JUAN ENRIQUE PESTALOZZI,JUAN ENRIQUE PESTALOZZI,105,SECUNDARIO,TERCERA,PUBLICO
294,700003600,WERFIELD SALINAS,WERFIELD SALINAS,106,PRIMARIO,PRIMERA,PUBLICO
295,700066217,PROPAA ZONA NORTE UNIDAD EDUCATIVA N° 73,WERFIELD SALINAS,106,PROPAA,TERCERA,PUBLICO
297,700003900,PROVINCIA DE LA RIOJA,PROVINCIA DE LA RIOJA,107,PRIMARIO,PRIMERA,PUBLICO
298,700069201,ANEXO ESC. TEC. CAP. LAB. LEOPOLDO LUGONES,PROVINCIA DE LA RIOJA,107,TEC. CAP. LABORAL,PRIMERA,PUBLICO
299,700105800,E.N.I. Nº 71 RISAS DEL SOL,PROVINCIA DE LA RIOJA,107,INICIAL,TERCERA,PUBLICO
300,700035500,TRANSITO DE ORO DE RODRIGUEZ,TRANSITO DE ORO DE RODRIGUEZ,108,PRIMARIO,PRIMERA,PUBLICO
301,700099300,ESCUELA SECUNDARIA TRANSITO DE ORO DE RODRIGUEZ,TRANSITO DE ORO DE RODRIGUEZ,108,SECUNDARIO,TERCERA,PUBLICO
302,700102200,J.I.N.Z. Nº 47 ESC TRANSITO DE ORO DE RODRIGUEZ SEDE,TRANSITO DE ORO DE RODRIGUEZ,108,INICIAL,PRIMERA,PUBLICO
303,700035400,ARTURO CAPDEVILA,ARTURO CAPDEVILA,109,PRIMARIO,PRIMERA,PUBLICO
304,700092200,ESCUELA SECUNDARIA ARTURO CAPDEVILA,ARTURO CAPDEVILA,109,SECUNDARIO,TERCERA,PUBLICO
305,700102201,J.I.N.Z. Nº 47 ESC ARTURO CAPDEVILA ANEXO,ARTURO CAPDEVILA,109,INICIAL,SEGUNDA,PUBLICO
306,700035300,13 DE JUNIO,13 DE JUNIO,110,PRIMARIO,SEGUNDA,PUBLICO
307,700105200,E.N.I. Nº 67 DETRAS DEL ARCOIRIS,13 DE JUNIO,110,INICIAL,TERCERA,PUBLICO
308,700101300,ESCUELA SECUNDARIA 13 DE JUNIO,13 DE JUNIO,110,SECUNDARIO,TERCERA,PUBLICO
309,700023900,DR. HONORIO PUEYRREDON,DR. HONORIO PUEYRREDON,111,PRIMARIO,PRIMERA,PUBLICO
310,700102300,J.I.N.Z. Nº 48 ESC DR HONORIO PUEYRREDON SEDE,DR. HONORIO PUEYRREDON,111,INICIAL,TERCERA,PUBLICO
311,700016200,NOCTURNA SOLDADOS DE MALVINAS,REPUBLICA ORIENTAL DEL URUGUAY,112,UEPA,TERCERA,PUBLICO
312,700050500,REPUBLICA ORIENTAL DEL URUGUAY,REPUBLICA ORIENTAL DEL URUGUAY,112,PRIMARIO,PRIMERA,PUBLICO
313,700070300,ESCUELA TEC. CAP. LAB. TAMBOR DE TACUARI,REPUBLICA ORIENTAL DEL URUGUAY,112,TEC. CAP. LABORAL,TERCERA,PUBLICO
314,700102301,J.I.N.Z. Nº 48 ESC REPUBLICA ORIENTAL DEL URUGUAY ANEXO,REPUBLICA ORIENTAL DEL URUGUAY,112,INICIAL,TERCERA,PUBLICO
315,700016300,BLAS PARERA,BLAS PARERA,113,PRIMARIO,PRIMERA,PUBLICO
316,700016500,NOCTURNA REPUBLICA ORIENTAL DEL URUGUAY,BLAS PARERA,113,UEPA,TERCERA,PUBLICO
317,700070301,ESC. TEC. CAP. LAB. TAMBOR DE TACUARI (ANEXO),BLAS PARERA,113,TEC. CAP. LABORAL,TERCERA,PUBLICO
319,700007200,HILARIO ASCASUBI,HILARIO ASCASUBI,114,PRIMARIO,TERCERA,PUBLICO
320,700102604,J.I.N.Z. Nº 8 ESC HILARIO ASCASUBI ANEXO,HILARIO ASCASUBI,114,INICIAL,SEGUNDA,PUBLICO
321,700007100,ANTARTIDA ARGENTINA,ANTARTIDA ARGENTINA,115,PRIMARIO,TERCERA,PUBLICO
322,700102603,J.I.N.Z. Nº 8 ESC ANTARTIDA ARGENTINA ANEXO,ANTARTIDA ARGENTINA,115,INICIAL,SEGUNDA,PUBLICO
323,700100800,ESCUELA SECUNDARIA ANGUALASTO,ANTARTIDA ARGENTINA,115,SECUNDARIO,TERCERA,PUBLICO
324,700038900,MIGUEL CANE,ALBERGUE MIGUEL CANE,116,ALBERGUE,TERCERA,PUBLICO
325,700006600,JUAN JOSE DE VERTIZ,JUAN JOSE DE VERTIZ,117,PRIMARIO,TERCERA,PUBLICO
326,700066901,ANEXO ESC. TEC. CAP. LAB. N° 25  HELLEN KELLER,JUAN JOSE DE VERTIZ,117,TEC. CAP. LABORAL,TERCERA,PUBLICO
327,700102001,J.I.N.Z. Nº 6 ESC JUAN JOSE DE VERTIZ ANEXO,JUAN JOSE DE VERTIZ,117,INICIAL,SEGUNDA,PUBLICO
328,700007500,DALMACIO VELEZ SARSFIELD,DALMACIO VELEZ SARSFIELD,118,PRIMARIO,TERCERA,PUBLICO
329,700102602,J.I.N.Z. Nº 8 ESC DALMACIO VELEZ SARFIELD ANEXO,DALMACIO VELEZ SARSFIELD,118,INICIAL,SEGUNDA,PUBLICO
330,700006800,17 DE AGOSTO,17 DE AGOSTO,119,PRIMARIO,TERCERA,PUBLICO
331,700102000,J.I.N.Z. Nº 6 ESC 17 DE AGOSTO SEDE,17 DE AGOSTO,119,INICIAL,PRIMERA,PUBLICO
332,700115800,ESCUELA SECUNDARIA 17 DE AGOSTO,17 DE AGOSTO,119,SECUNDARIO,TERCERA,PUBLICO
333,700024500,PROVINCIA DE SANTA CRUZ,PROVINCIA DE SANTA CRUZ,120,PRIMARIO,PRIMERA,PUBLICO
334,700097000,UEPA IGLESIA,PROVINCIA DE SANTA CRUZ,120,UEPA,TERCERA,PUBLICO
335,700007600,ESCUELA AGROTECNICA CORNELIO SAAVEDRA,ESCUELA AGROTECNICA CORNELIO SAAVEDRA,121,AGROTECNICA,SEGUNDA,PUBLICO
336,700007800,RICARDO GUIRALDES,RICARDO GUIRALDES,122,PRIMARIO,TERCERA,PUBLICO
337,700072900,ESCUELA TEC. CAP. LAB. N° 24,RICARDO GUIRALDES,122,TEC. CAP. LABORAL,TERCERA,PUBLICO
338,700102003,J.I.N.Z. Nº 6 ESC RICARDO GUIRALDES ANEXO,RICARDO GUIRALDES,122,INICIAL,SEGUNDA,PUBLICO
339,700105000,ESCUELA SECUNDARIA RICARDO GUIRALDES,RICARDO GUIRALDES,122,SECUNDARIO,TERCERA,PUBLICO
340,700006700,YAPEYU,YAPEYU,123,PRIMARIO,TERCERA,PUBLICO
341,700062300,ESCUELA SECUNDARIA BACHILLERATO COLUMNA CABOT,YAPEYU,123,SECUNDARIO,TERCERA,PUBLICO
342,700066219,PROPAA ZONA NORTE UNIDAD EDUCATIVA N° 26,YAPEYU,123,,,
343,700066900,ESCUELA TEC. CAP. LAB. N° 25 HELLEN KELLER,YAPEYU,123,TEC. CAP. LABORAL,TERCERA,PUBLICO
344,700102004,J.I.N.Z. Nº 6 ESC YAPEYU ANEXO,YAPEYU,123,INICIAL,SEGUNDA,PUBLICO
345,700009500,C.E.N.S. 178 PRESBiTERO MARIANO IANNELLI,ANTONIO QUARANTA,124,CENS,TERCERA,PUBLICO
346,700041900,ANTONIO QUARANTA,ANTONIO QUARANTA,124,PRIMARIO,PRIMERA,PUBLICO
347,700041600,U.E.P.A. N° 5,GRAL. SAN MARTIN,125,UEPA,TERCERA,PUBLICO
348,700045200,GRAL. SAN MARTIN,GRAL. SAN MARTIN,125,PRIMARIO,PRIMERA,PUBLICO
349,700066600,ESCUELA TEC. CAP. LAB. GREGORIA MATORRAS DE SAN MARTIN,GRAL. SAN MARTIN,125,TEC. CAP. LABORAL,PRIMERA,PUBLICO
350,700098600,E.N.I. Nº 58 WASI KUSI,GRAL. SAN MARTIN,125,INICIAL,PRIMERA,PUBLICO
351,700045100,E.P.E.T. N° 1 JACHAL,E.P.E.T. N° 1 JACHAL,126,TECNICO,PRIMERA,PUBLICO
352,700045300,AGROTECNICA DR. MANUEL BELGRANO,AGROTECNICA DR. MANUEL BELGRANO,127,AGROTECNICA,PRIMERA,PUBLICO
353,700041400,ESCUELA E.E.E. ABEJITAS DE SANTA RITA,ESCUELA E.E.E. ABEJITAS DE SANTA RITA,128,EDUCACION ESPECIAL,SEGUNDA,PUBLICO
354,700051900,JOSE MATIAS ZAPIOLA,JOSE MATIAS ZAPIOLA,129,PRIMARIO,TERCERA,PUBLICO
355,700052100,ESCUELA DE NIVEL MEDIO DE NIQUIVIL,JOSE MATIAS ZAPIOLA,129,SECUNDARIO,TERCERA,PUBLICO
356,700071700,ESCUELA TEC. CAP. LAB. N° 26 LUIS SAENZ PENA,JOSE MATIAS ZAPIOLA,129,TEC. CAP. LABORAL,TERCERA,PUBLICO
357,700096200,J.I.N.Z. Nº 18 ESC JOSE MATIAS ZAPIOLA SEDE,JOSE MATIAS ZAPIOLA,129,INICIAL,PRIMERA,PUBLICO
358,700040800,DEAN GREGORIO FUNES - EMER,DEAN GREGORIO FUNES EMER,130,PRIMARIO,TERCERA,PUBLICO
359,700096003,J.I.N.Z. Nº 16 ESC DEAN GREGORIO FUNES ANEXO,DEAN GREGORIO FUNES EMER,130,INICIAL,TERCERA,PUBLICO
360,700009300,ANTENOR FLORES VIDAL,ANTENOR FLORES VIDAL,131,PRIMARIO,TERCERA,PUBLICO
361,700096203,J.I.N.Z. Nº 18 ESC ANTENOR FLORES VIDAL ANEXO,ANTENOR FLORES VIDAL,131,INICIAL,TERCERA,PUBLICO
362,700051800,MONSENOR TOMAS S. CRUZ,MONSENOR TOMAS S. CRUZ,132,PRIMARIO,TERCERA,PUBLICO
363,700096206,J.I.N.Z. Nº 18 ESC MONSENOR TOMAS S. CRUZ ANEXO,MONSENOR TOMAS S. CRUZ,132,INICIAL,TERCERA,PUBLICO
364,700009700,RUBEN DARIO - EMER,"RUBEN DARIO ""EMER""",133,PRIMARIO,TERCERA,PUBLICO
365,700096304,J.I.N.Z. Nº 19 ESC RUBEN DARIO ANEXO,"RUBEN DARIO ""EMER""",133,INICIAL,SEGUNDA,PUBLICO
366,700051200,PROVINCIA DE ENTRE RIOS,ALBERGUE PROVINCIA DE ENTRE RIOS,134,ALBERGUE,TERCERA,PUBLICO
367,700016900,DR. FEDERICO CANTONI,ALBERGE DR. FEDERICO CANTONI,135,ALBERGUE,TERCERA,PUBLICO
368,700050900,AGROTECNICA HUACO,DR. FEDERICO CANTONI,135,AGROTECNICA,TERCERA,PUBLICO
369,700066701,ANEXO ESC. TEC. CAP. LAB. ARTURO MARASSO (HUACO),DR. FEDERICO CANTONI,135,TEC. CAP. LABORAL,TERCERA,PUBLICO
370,700096004,J.I.N.Z. Nº 16 ESC DR. FEDERICO CANTON ANEXO,DR. FEDERICO CANTONI,135,INICIAL,TERCERA,PUBLICO
371,700016700,BUENAVENTURA LUNA - EMER,BUENAVENTURA LUNA  EMER,136,PRIMARIO,TERCERA,PUBLICO
372,700041401,"ESCUELA E.E. ABEJITAS DE SANTA RITA ANEXO E.E.E. MULTIPLE ""ABEJITAS DE SANTA RITA""",BUENAVENTURA LUNA  EMER,136,EDUCACION ESPECIAL,PRIMERA,PUBLICO
373,700096002,J.I.N.Z. Nº 16 ESC BUENAVENTURA LUNA ANEXO,BUENAVENTURA LUNA  EMER,136,INICIAL,TERCERA,PUBLICO
